userId,recommended_movies
90,"[Wages of Fear, The (Salaire de la peur, Le) (1953), Lamerica (1994), Holiday (1938), Seve (2014), The Big Bus (1976), 12 Angry Men (1957), Holy Mountain, The (Montaña sagrada, La) (1973), Victory (a.k.a. Escape to Victory) (1981), All About My Mother (Todo sobre mi madre) (1999), Great Escape, The (1963)]"
91,"[On the Beach (1959), Dune (2000), Yojimbo (1961), Senna (2010), Emma (2009), Fist of Legend (Jing wu ying xiong) (1994), Cosmos, Saving Face (2004), Enter the Void (2009), Ex Machina (2015)]"
92,"[Saving Face (2004), Jetée, La (1962), On the Beach (1959), Andalusian Dog, An (Chien andalou, Un) (1929), Come and See (Idi i smotri) (1985), Cosmos, Raiders of the Lost Ark: The Adaptation (1989), Strictly Sexual (2008), Sullivan's Travels (1941), Senna (2010)]"
93,"[Saving Face (2004), On the Beach (1959), Cosmos, Come and See (Idi i smotri) (1985), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978)]"
94,"[Strictly Sexual (2008), Babes in Toyland (1934), Saving Face (2004), Louis C.K.: Shameless (2007), Raiders of the Lost Ark: The Adaptation (1989), Star Wars: Episode VII - The Force Awakens (2015), Before Midnight (2013), Split (2017), Senna (2010), Louis C.K.: Chewed Up (2008)]"
95,"[On the Beach (1959), Cosmos, Saving Face (2004), Come and See (Idi i smotri) (1985), Black Mirror: White Christmas (2014), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), Jetée, La (1962), Paths of Glory (1957), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Andalusian Dog, An (Chien andalou, Un) (1929)]"
96,"[Bossa Nova (2000), Wallace & Gromit: The Best of Aardman Animation (1996), Dancer in the Dark (2000), Last Detail, The (1973), Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975), Circle of Friends (1995), Titanic (1953), Captain Fantastic (2016), Saving Face (2004), English Patient, The (1996)]"
97,"[Strictly Sexual (2008), Adam's Rib (1949), Top Hat (1935), Saving Face (2004), Babes in Toyland (1934), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014)]"
98,"[Tender Mercies (1983), Dallas Buyers Club (2013), Saving Face (2004), Hard Candy (2005), Waydowntown (2000), Last Detail, The (1973), Dancer in the Dark (2000), Mary and Max (2009), Spotlight (2015), Wallace & Gromit: The Best of Aardman Animation (1996)]"
99,"[Stranger Than Paradise (1984), Chungking Express (Chung Hing sam lam) (1994), Crucible, The (1996), Reign Over Me (2007), True Grit (1969), General, The (1926), Saving Face (2004), Raiders of the Lost Ark: The Adaptation (1989), Black Mirror: White Christmas (2014), Brick (2005)]"
100,"[Thief (1981), Glory Road (2006), Shall We Dance (1937), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), 7th Voyage of Sinbad, The (1958), Strictly Sexual (2008), Anne of Green Gables (1985), Sausage Party (2016), 3-Iron (Bin-jip) (2004), Presumed Innocent (1990)]"
101,"[Best of Youth, The (La meglio gioventù) (2003), The Artist (2011), Autumn Sonata (Höstsonaten) (1978), On the Beach (1959), Three Billboards Outside Ebbing, Missouri (2017), Reign Over Me (2007), Hour of the Wolf (Vargtimmen) (1968), Through a Glass Darkly (Såsom i en spegel) (1961), What's Up, Doc? (1972), Another Woman (1988)]"
102,"[Stranger Than Paradise (1984), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996)]"
103,"[Come and See (Idi i smotri) (1985), Cosmos, Ex Drummer (2007), Bad Boy Bubby (1993), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978)]"
104,"[Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Adam's Rib (1949), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Saving Face (2004), Anne of Green Gables (1985), Best Years of Our Lives, The (1946), North & South (2004), Wallace & Gromit: The Best of Aardman Animation (1996)]"
105,"[Cosmos, De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996)]"
106,"[Adam's Rib (1949), Saving Face (2004), Dune (2000), North & South (2004), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Beautiful Thing (1996), Cosmos]"
107,"[Dangerous Beauty (1998), Stranger Than Paradise (1984), Thief (1981), 3-Iron (Bin-jip) (2004), Glory Road (2006), Shall We Dance (1937), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Dallas Buyers Club (2013), Anne of Green Gables (1985), Black Mirror: White Christmas (2014)]"
108,"[Dallas Buyers Club (2013), Dancer in the Dark (2000), Captain Fantastic (2016), Life Is Beautiful (La Vita è bella) (1997), Wallace & Gromit: The Best of Aardman Animation (1996), Charlie Brown Christmas, A (1965), Call Me by Your Name (2017), The Artist (2011), Saving Face (2004), My Life in Pink (Ma vie en rose) (1997)]"
109,"[Three Billboards Outside Ebbing, Missouri (2017), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996)]"
110,"[The Artist (2011), Rivers and Tides (2001), Best of Youth, The (La meglio gioventù) (2003), On the Beach (1959), Three Billboards Outside Ebbing, Missouri (2017), Play Time (a.k.a. Playtime) (1967), Saving Face (2004), General, The (1926), Lady Jane (1986), Crossing Delancey (1988)]"
111,"[Tom Segura: Mostly Stories (2016), Tom Segura: Completely Normal (2014), Isle of Dogs (2018), Jackass 3.5 (2011), Jackass 2.5 (2007), The Wedding Ringer (2015), Rules of Attraction, The (2002), Family, The (2013), Mamma Mia: Here We Go Again! (2018), Logan Lucky (2017)]"
112,"[Room, The (2003), Fast Food Nation (2006), Louis C.K.: Shameless (2007), Strictly Sexual (2008), Raiders of the Lost Ark: The Adaptation (1989), Louis C.K.: Chewed Up (2008), Cove, The (2009), Inside Job (2010), Saving Face (2004), Emma (2009)]"
113,"[Kind Hearts and Coronets (1949), The Artist (2011), Rivers and Tides (2001), Hamlet (1996), Monsoon Wedding (2001), Play Time (a.k.a. Playtime) (1967), Third Man, The (1949), All About My Mother (Todo sobre mi madre) (1999), Guess Who's Coming to Dinner (1967), Harvey (1950)]"
114,"[Deathgasm (2015), Come and See (Idi i smotri) (1985), Saving Face (2004), Dallas Buyers Club (2013), Captain Fantastic (2016), Dancer in the Dark (2000), Midnight Clear, A (1992), Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975), Isle of Dogs (2018), Jetée, La (1962)]"
115,"[Andalusian Dog, An (Chien andalou, Un) (1929), Come and See (Idi i smotri) (1985), On the Beach (1959), Isle of Dogs (2018), Rules of Attraction, The (2002), Jetée, La (1962), Sullivan's Travels (1941), Seve (2014), The Big Bus (1976), Saving Face (2004)]"
116,"[Idiocracy (2006), Glory Road (2006), Babes in Toyland (1934), Dangerous Beauty (1998), Strictly Sexual (2008), Man from Snowy River, The (1982), Thief (1981), My Wife is an Actress (Ma Femme est une Actrice) (2001), Lincoln (2012), Elite Squad (Tropa de Elite) (2007)]"
117,"[Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Stranger Than Paradise (1984), Black Mirror: White Christmas (2014), Saving Face (2004), On the Beach (1959), Anne of Green Gables (1985), Adam's Rib (1949), Into the Woods (1991), 3-Iron (Bin-jip) (2004), Cosmos]"
118,"[On the Beach (1959), Mulholland Dr. (1999), Saving Face (2004), Senna (2010), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997), Pierrot le fou (1965), Wallace & Gromit: The Best of Aardman Animation (1996), Jetée, La (1962)]"
119,"[Cosmos, Strictly Sexual (2008), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)]"
120,"[Come and See (Idi i smotri) (1985), Last Tango in Paris (Ultimo tango a Parigi) (1972), On the Beach (1959), Bridge on the River Kwai, The (1957), Seve (2014), The Big Bus (1976), Easy Money (1983), Jetée, La (1962), Cosmos, Persuasion (1995)]"
121,"[Reign Over Me (2007), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996)]"
122,"[Saving Face (2004), On the Beach (1959), Cosmos, Come and See (Idi i smotri) (1985), Enter the Void (2009), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014)]"
123,"[Saving Face (2004), Isle of Dogs (2018), Cosmos, De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011)]"
124,"[On the Beach (1959), Three Billboards Outside Ebbing, Missouri (2017), Cosmos, Into the Woods (1991), The Artist (2011), All Watched Over by Machines of Loving Grace (2011), Best of Youth, The (La meglio gioventù) (2003), Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982), De platte jungle (1978), Blue Planet II (2017)]"
125,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), 7th Voyage of Sinbad, The (1958), Wild Bunch, The (1969), On the Beach (1959), Stalker (1979), Cosmos, Funny Games U.S. (2007), Idiots and Angels (2008), Going Places (Valseuses, Les) (1974)]"
126,"[Dangerous Beauty (1998), Glory Road (2006), Idiocracy (2006), Antonia's Line (Antonia) (1995), Babes in Toyland (1934), Shine (1996), Stranger Than Paradise (1984), My Wife is an Actress (Ma Femme est une Actrice) (2001), Avalanche (1978), Gods Must Be Crazy II, The (1989)]"
127,"[Fury (1936), Tale of Two Sisters, A (Janghwa, Hongryeon) (2003), Yojimbo (1961), Burnt by the Sun (Utomlyonnye solntsem) (1994), Wait Until Dark (1967), Wild Parrots of Telegraph Hill, The (2003), Jetée, La (1962), Strangers on a Train (1951), Tender Mercies (1983), Won't You Be My Neighbor? (2018)]"
128,"[The Big Bus (1976), Victory (a.k.a. Escape to Victory) (1981), Adam's Rib (1949), Three Billboards Outside Ebbing, Missouri (2017), Top Hat (1935), Casablanca (1942), Beautiful Thing (1996), It Happened One Night (1934), Schindler's List (1993), Seve (2014)]"
129,"[Saving Face (2004), On the Beach (1959), Strictly Sexual (2008), Cosmos, Adam's Rib (1949), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015)]"
130,"[Come and See (Idi i smotri) (1985), Sausage Party (2016), Sullivan's Travels (1941), 7th Voyage of Sinbad, The (1958), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978)]"
131,"[On the Beach (1959), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Best of Youth, The (La meglio gioventù) (2003), Jetée, La (1962), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), All Watched Over by Machines of Loving Grace (2011), Last Tango in Paris (Ultimo tango a Parigi) (1972), Paths of Glory (1957), Come and See (Idi i smotri) (1985), Cosmos]"
132,"[Reign Over Me (2007), Three Billboards Outside Ebbing, Missouri (2017), Stranger Than Paradise (1984), Black Mirror: White Christmas (2014), General, The (1926), Saving Face (2004), Cosmos, Autumn Sonata (Höstsonaten) (1978), Cinema Paradiso (Nuovo cinema Paradiso) (1989), Imposter, The (2012)]"
133,"[Black Mirror: White Christmas (2014), Andalusian Dog, An (Chien andalou, Un) (1929), On the Beach (1959), Saving Face (2004), Holy Mountain, The (Montaña sagrada, La) (1973), Wallace & Gromit: The Best of Aardman Animation (1996), Eddie Murphy Delirious (1983), Stranger Than Paradise (1984), Jetée, La (1962), Hedwig and the Angry Inch (2000)]"
134,"[Cosmos, De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996)]"
135,"[On the Beach (1959), Cosmos, Come and See (Idi i smotri) (1985), Saving Face (2004), All Watched Over by Machines of Loving Grace (2011), Bad Boy Bubby (1993), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015)]"
136,"[Stranger Than Paradise (1984), Pecker (1998), Towering Inferno, The (1974), Black Mirror: White Christmas (2014), Unbearable Lightness of Being, The (1988), Dangerous Beauty (1998), Benny & Joon (1993), Reign Over Me (2007), Quest for Fire (Guerre du feu, La) (1981), I, the Jury (1982)]"
137,"[On the Beach (1959), Best of Youth, The (La meglio gioventù) (2003), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Last Tango in Paris (Ultimo tango a Parigi) (1972), Man for All Seasons, A (1966), Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), Jules and Jim (Jules et Jim) (1961), Kind Hearts and Coronets (1949), Autumn Sonata (Höstsonaten) (1978)]"
138,"[Battlestar Galactica (2003), Rules of Attraction, The (2002), Under the Skin (2013), Wallace & Gromit: The Best of Aardman Animation (1996), It's a Wonderful Life (1946), Capturing the Friedmans (2003), Very Potter Musical, A (2009), Show Me Love (Fucking Åmål) (1998), 15 Minutes (2001), Rebecca (1940)]"
139,"[Dune (2000), Lady Jane (1986), Crossing Delancey (1988), Adam's Rib (1949), Safety Last! (1923), Impostors, The (1998), Melancholia (2011), Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008), Truly, Madly, Deeply (1991), Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)]"
140,"[Thief (1981), Glory Road (2006), Split (2017), Shall We Dance (1937), 3-Iron (Bin-jip) (2004), Patton (1970), Presumed Innocent (1990), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Lincoln (2012), Wallace & Gromit: The Best of Aardman Animation (1996)]"
141,"[Saving Face (2004), On the Beach (1959), Cosmos, North & South (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Black Mirror: White Christmas (2014), Imposter, The (2012), Enter the Void (2009), De platte jungle (1978), Blue Planet II (2017)]"
142,"[On the Beach (1959), Saving Face (2004), Cosmos, Black Mirror: White Christmas (2014), Stranger Than Paradise (1984), Victory (a.k.a. Escape to Victory) (1981), Seve (2014), The Big Bus (1976), General, The (1926), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987)]"
143,"[Fired Up (2009), Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962), Bill Cosby, Himself (1983), I Origins (2014), Strictly Sexual (2008), Taken 3 (2015), Life as We Know It (2010), Dying Young (1991), Glory Road (2006), Blind Side, The  (2009)]"
144,"[Adam's Rib (1949), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996)]"
145,"[On the Beach (1959), Three Billboards Outside Ebbing, Missouri (2017), Into the Woods (1991), Saving Face (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Black Mirror: White Christmas (2014), Cosmos]"
146,"[Seve (2014), The Big Bus (1976), 3-Iron (Bin-jip) (2004), Victory (a.k.a. Escape to Victory) (1981), Gigantic (A Tale of Two Johns) (2002), Come and See (Idi i smotri) (1985), My Sassy Girl (Yeopgijeogin geunyeo) (2001), Stranger Than Paradise (1984), Mary and Max (2009), Shall We Dance (1937)]"
